#EXPORTTYPE:                 	DATA SINGLE                             
#FILE:                       	SK_Clear_resin_entalp5kpm_20-150.ngb-sdg
#FORMAT:                     	NETZSCH5                                
#FTYPE:                      	ASCII                                   
#IDENTITY:                   	SK_clear_resin                          
#DECIMAL:                    	POINT                                   
#SEPARATOR:                  	TAB                                     
#MTYPE:                      	DSC                                     
#INSTRUMENT:                 	NETZSCH DSC 214                         
#PROJECT:                    	?ø?†??-Ø                              
#DATE/TIME:                  	13.09.2019 19:00:27 (UTC+3)             
#CORR. FILE:                 	                                        
#TEMPCAL:                    	applied                                 
#SENSITIVITY:                	applied                                 
#LABORATORY:                 	CISIS                                   
#OPERATOR:                   	Nasonov                                 
#REMARK:                     	                                        
#SAMPLE:                     	1070-G290S -0-Ù.1-3-17X3                
#SAMPLE MASS /mg:            	8.3                                     
#MATERIAL:                   	                                        
#REFERENCE:                  	                                        
#REFERENCE MASS /mg:         	7.76                                    
#TYPE OF CRUCIBLE:           	Concavus Pan Al, pierced lid            
#SAMPLE CRUCIBLE MASS /mg:   	0                                       
#REFERENCE CRUCIBLE MASS /mg:	0                                       
#M.RANGE /ßV:                	5000                                    
#TAU-R:                      	---                                     
#CORR. CODE:                 	009                                     
#EXO:                        	+1                                      
#RANGE:                      	20ËC/5.0(K/min)/130ËC                   
#SEGMENT:                    	S1/1                                    
#SEG. 1:                     	20ËC/5.0(K/min)/130ËC                   

##Temp./ËC	Time/min	DSC/(mW/mg)	Sensit./(uV/mW)
 24.19804	 0.83000	      -0.12793	3.37145
 24.24584	 0.84000	      -0.12873	3.37150
 24.29380	 0.85000	      -0.12950	3.37154
 24.34200	 0.86000	      -0.13020	3.37159
 24.39036	 0.87000	      -0.13103	3.37163
 24.43892	 0.88000	      -0.13185	3.37168
 24.48764	 0.89000	      -0.13285	3.37172
 24.53654	 0.90000	      -0.13359	3.37177
 24.58563	 0.91000	      -0.13441	3.37181
 24.63484	 0.92000	      -0.13529	3.37186
 24.68415	 0.93000	      -0.13615	3.37190
 24.73359	 0.94000	      -0.13695	3.37195
 24.78318	 0.95000	      -0.13768	3.37199
 24.83285	 0.96000	      -0.13857	3.37204
 24.88262	 0.97000	      -0.13964	3.37208
 24.93246	 0.98000	      -0.14025	3.37213
 24.98232	 0.99000	      -0.14057	3.37217
 25.03225	 1.00000	      -0.14134	3.37222
 25.08224	 1.01000	      -0.14202	3.37226
 25.13231	 1.02000	      -0.14261	3.37231
 25.18235	 1.03000	      -0.14294	3.37235
 25.23234	 1.04000	      -0.14320	3.37240
 25.28240	 1.05000	      -0.14383	3.37244
 25.33248	 1.06000	      -0.14425	3.37249
 25.38253	 1.07000	      -0.14460	3.37253
 25.43259	 1.08000	      -0.14476	3.37258
 25.48265	 1.09000	      -0.14506	3.37262
 25.53266	 1.10000	      -0.14521	3.37267
 25.58269	 1.11000	      -0.14557	3.37271
 25.63270	 1.12000	      -0.14586	3.37276
 25.68268	 1.13000	      -0.14603	3.37280
 25.73261	 1.14000	      -0.14607	3.37285
 25.78248	 1.15000	      -0.14620	3.37289
 25.83230	 1.16000	      -0.14617	3.37293
 25.88211	 1.17000	      -0.14617	3.37298
 25.93187	 1.18000	      -0.14621	3.37302
 25.98164	 1.19000	      -0.14628	3.37307
 26.03146	 1.20000	      -0.14649	3.37311
 26.08129	 1.21000	      -0.14655	3.37315
 26.13111	 1.22000	      -0.14653	3.37320
 26.18085	 1.23000	      -0.14651	3.37324
 26.23057	 1.24000	      -0.14645	3.37328
 26.28025	 1.25000	      -0.14641	3.37333
 26.32993	 1.26000	      -0.14633	3.37337
 26.37967	 1.27000	      -0.14635	3.37341
 26.42946	 1.28000	      -0.14641	3.37346
 26.47923	 1.29000	      -0.14631	3.37350
 26.52893	 1.30000	      -0.14629	3.37354
 26.57863	 1.31000	      -0.14622	3.37359
 26.62834	 1.32000	      -0.14615	3.37363
 26.67807	 1.33000	      -0.14607	3.37367
 26.72784	 1.34000	      -0.14609	3.37371
 26.77757	 1.35000	      -0.14617	3.37376
 26.82730	 1.36000	      -0.14617	3.37380
 26.87703	 1.37000	      -0.14617	3.37384
 26.92674	 1.38000	      -0.14619	3.37388
 26.97645	 1.39000	      -0.14609	3.37393
 27.02620	 1.40000	      -0.14618	3.37397
 27.07599	 1.41000	      -0.14624	3.37401
 27.12577	 1.42000	      -0.14640	3.37405
 27.17552	 1.43000	      -0.14637	3.37410
 27.22533	 1.44000	      -0.14640	3.37414
 27.27515	 1.45000	      -0.14646	3.37418
 27.32493	 1.46000	      -0.14643	3.37422
 27.37469	 1.47000	      -0.14673	3.37426
 27.42448	 1.48000	      -0.14690	3.37431
 27.47423	 1.49000	      -0.14689	3.37435
 27.52403	 1.50000	      -0.14690	3.37439
 27.57391	 1.51000	      -0.14690	3.37443
 27.62379	 1.52000	      -0.14696	3.37447
 27.67363	 1.53000	      -0.14725	3.37451
 27.72349	 1.54000	      -0.14750	3.37456
 27.77335	 1.55000	      -0.14751	3.37460
 27.82328	 1.56000	      -0.14745	3.37464
 27.87322	 1.57000	      -0.14747	3.37468
 27.92311	 1.58000	      -0.14751	3.37472
 27.97303	 1.59000	      -0.14766	3.37476
 28.02297	 1.60000	      -0.14777	3.37480
 28.07283	 1.61000	      -0.14792	3.37484
 28.12275	 1.62000	      -0.14804	3.37489
 28.17266	 1.63000	      -0.14811	3.37493
 28.22264	 1.64000	      -0.14809	3.37497
 28.27259	 1.65000	      -0.14831	3.37501
 28.32256	 1.66000	      -0.14836	3.37505
 28.37255	 1.67000	      -0.14847	3.37509
 28.42249	 1.68000	      -0.14868	3.37513
 28.47239	 1.69000	      -0.14879	3.37517
 28.52230	 1.70000	      -0.14890	3.37521
 28.57223	 1.71000	      -0.14897	3.37525
 28.62218	 1.72000	      -0.14903	3.37529
 28.67215	 1.73000	      -0.14909	3.37533
 28.72210	 1.74000	      -0.14911	3.37537
 28.77207	 1.75000	      -0.14914	3.37541
 28.82203	 1.76000	      -0.14919	3.37545
 28.87199	 1.77000	      -0.14934	3.37549
 28.92197	 1.78000	      -0.14946	3.37553
 28.97196	 1.79000	      -0.14943	3.37557
 29.02192	 1.80000	      -0.14945	3.37561
 29.07186	 1.81000	      -0.14941	3.37565
 29.12177	 1.82000	      -0.14967	3.37569
 29.17171	 1.83000	      -0.14971	3.37573
 29.22172	 1.84000	      -0.14973	3.37577
 29.27169	 1.85000	      -0.14975	3.37581
 29.32166	 1.86000	      -0.14976	3.37585
 29.37163	 1.87000	      -0.14983	3.37589
 29.42167	 1.88000	      -0.14996	3.37593
 29.47171	 1.89000	      -0.15008	3.37597
 29.52179	 1.90000	      -0.15018	3.37601
 29.57184	 1.91000	      -0.15020	3.37605
 29.62185	 1.92000	      -0.15027	3.37609
 29.67189	 1.93000	      -0.15033	3.37613
 29.72192	 1.94000	      -0.15032	3.37616
 29.77198	 1.95000	      -0.15049	3.37620
 29.82207	 1.96000	      -0.15046	3.37624
 29.87209	 1.97000	      -0.15056	3.37628
 29.92213	 1.98000	      -0.15060	3.37632
 29.97217	 1.99000	      -0.15099	3.37636
 30.02218	 2.00000	      -0.15091	3.37640
 30.07220	 2.01000	      -0.15098	3.37644
 30.12223	 2.02000	      -0.15107	3.37647
 30.17224	 2.03000	      -0.15128	3.37651
 30.22225	 2.04000	      -0.15136	3.37655
 30.27227	 2.05000	      -0.15132	3.37659
 30.32231	 2.06000	      -0.15127	3.37663
 30.37231	 2.07000	      -0.15126	3.37666
 30.42234	 2.08000	      -0.15138	3.37670
 30.47237	 2.09000	      -0.15145	3.37674
 30.52238	 2.10000	      -0.15153	3.37678
 30.57245	 2.11000	      -0.15154	3.37682
 30.62254	 2.12000	      -0.15161	3.37685
 30.67255	 2.13000	      -0.15184	3.37689
 30.72256	 2.14000	      -0.15193	3.37693
 30.77259	 2.15000	      -0.15199	3.37697
 30.82262	 2.16000	      -0.15214	3.37700
 30.87260	 2.17000	      -0.15216	3.37704
 30.92266	 2.18000	      -0.15208	3.37708
 30.97268	 2.19000	      -0.15204	3.37712
 31.02274	 2.20000	      -0.15213	3.37715
 31.07280	 2.21000	      -0.15225	3.37719
 31.12289	 2.22000	      -0.15228	3.37723
 31.17300	 2.23000	      -0.15222	3.37726
 31.22302	 2.24000	      -0.15225	3.37730
 31.27306	 2.25000	      -0.15236	3.37734
 31.32311	 2.26000	      -0.15240	3.37738
 31.37318	 2.27000	      -0.15250	3.37741
 31.42323	 2.28000	      -0.15277	3.37745
 31.47324	 2.29000	      -0.15278	3.37749
 31.52325	 2.30000	      -0.15274	3.37752
 31.57331	 2.31000	      -0.15272	3.37756
 31.62334	 2.32000	      -0.15278	3.37759
 31.67341	 2.33000	      -0.15311	3.37763
 31.72348	 2.34000	      -0.15318	3.37767
 31.77354	 2.35000	      -0.15313	3.37770
 31.82362	 2.36000	      -0.15311	3.37774
 31.87365	 2.37000	      -0.15311	3.37778
 31.92366	 2.38000	      -0.15311	3.37781
 31.97364	 2.39000	      -0.15331	3.37785
 32.02369	 2.40000	      -0.15331	3.37788
 32.07373	 2.41000	      -0.15328	3.37792
 32.12380	 2.42000	      -0.15336	3.37795
 32.17390	 2.43000	      -0.15375	3.37799
 32.22395	 2.44000	      -0.15376	3.37803
 32.27397	 2.45000	      -0.15377	3.37806
 32.32402	 2.46000	      -0.15388	3.37810
 32.37408	 2.47000	      -0.15393	3.37813
 32.42416	 2.48000	      -0.15404	3.37817
 32.47420	 2.49000	      -0.15412	3.37820
 32.52421	 2.50000	      -0.15427	3.37824
 32.57425	 2.51000	      -0.15435	3.37827
 32.62426	 2.52000	      -0.15426	3.37831
 32.67429	 2.53000	      -0.15430	3.37834
 32.72434	 2.54000	      -0.15439	3.37838
 32.77440	 2.55000	      -0.15434	3.37841
 32.82444	 2.56000	      -0.15433	3.37845
 32.87454	 2.57000	      -0.15442	3.37848
 32.92462	 2.58000	      -0.15448	3.37852
 32.97463	 2.59000	      -0.15439	3.37855
 33.02464	 2.60000	      -0.15441	3.37859
 33.07464	 2.61000	      -0.15448	3.37862
 33.12462	 2.62000	      -0.15439	3.37865
 33.17456	 2.63000	      -0.15435	3.37869
 33.22452	 2.64000	      -0.15433	3.37872
 33.27449	 2.65000	      -0.15442	3.37876
 33.32448	 2.66000	      -0.15441	3.37879
 33.37444	 2.67000	      -0.15450	3.37883
 33.42444	 2.68000	      -0.15455	3.37886
 33.47445	 2.69000	      -0.15462	3.37889
 33.52448	 2.70000	      -0.15465	3.37893
 33.57449	 2.71000	      -0.15472	3.37896
 33.62446	 2.72000	      -0.15476	3.37899
 33.67442	 2.73000	      -0.15476	3.37903
 33.72441	 2.74000	      -0.15476	3.37906
 33.77437	 2.75000	      -0.15479	3.37909
 33.82439	 2.76000	      -0.15498	3.37913
 33.87437	 2.77000	      -0.15515	3.37916
 33.92439	 2.78000	      -0.15516	3.37919
 33.97450	 2.79000	      -0.15520	3.37923
 34.02456	 2.80000	      -0.15513	3.37926
 34.07463	 2.81000	      -0.15513	3.37929
 34.12461	 2.82000	      -0.15515	3.37933
 34.17458	 2.83000	      -0.15522	3.37936
 34.22456	 2.84000	      -0.15523	3.37939
 34.27458	 2.85000	      -0.15532	3.37943
 34.32456	 2.86000	      -0.15539	3.37946
 34.37456	 2.87000	      -0.15565	3.37949
 34.42454	 2.88000	      -0.15538	3.37952
 34.47454	 2.89000	      -0.15551	3.37956
 34.52456	 2.90000	      -0.15563	3.37959
 34.57460	 2.91000	      -0.15561	3.37962
 34.62462	 2.92000	      -0.15573	3.37965
 34.67463	 2.93000	      -0.15572	3.37969
 34.72466	 2.94000	      -0.15564	3.37972
 34.77465	 2.95000	      -0.15568	3.37975
 34.82466	 2.96000	      -0.15559	3.37978
 34.87467	 2.97000	      -0.15573	3.37981
 34.92466	 2.98000	      -0.15574	3.37985
 34.97466	 2.99000	      -0.15583	3.37988
 35.02466	 3.00000	      -0.15592	3.37991
 35.07471	 3.01000	      -0.15606	3.37994
 35.12475	 3.02000	      -0.15614	3.37997
 35.17484	 3.03000	      -0.15612	3.38000
 35.22492	 3.04000	      -0.15609	3.38004
 35.27499	 3.05000	      -0.15614	3.38007
 35.32508	 3.06000	      -0.15607	3.38010
 35.37515	 3.07000	      -0.15630	3.38013
 35.42521	 3.08000	      -0.15627	3.38016
 35.47527	 3.09000	      -0.15634	3.38019
 35.52531	 3.10000	      -0.15638	3.38022
 35.57533	 3.11000	      -0.15656	3.38025
 35.62538	 3.12000	      -0.15671	3.38029
 35.67542	 3.13000	      -0.15670	3.38032
 35.72544	 3.14000	      -0.15666	3.38035
 35.77544	 3.15000	      -0.15663	3.38038
 35.82546	 3.16000	      -0.15661	3.38041
 35.87548	 3.17000	      -0.15696	3.38044
 35.92554	 3.18000	      -0.15694	3.38047
 35.97557	 3.19000	      -0.15705	3.38050
 36.02562	 3.20000	      -0.15706	3.38053
 36.07564	 3.21000	      -0.15708	3.38056
 36.12569	 3.22000	      -0.15725	3.38059
 36.17576	 3.23000	      -0.15730	3.38062
 36.22584	 3.24000	      -0.15726	3.38065
 36.27587	 3.25000	      -0.15734	3.38068
 36.32592	 3.26000	      -0.15742	3.38071
 36.37594	 3.27000	      -0.15748	3.38074
 36.42595	 3.28000	      -0.15756	3.38077
 36.47596	 3.29000	      -0.15767	3.38080
 36.52602	 3.30000	      -0.15773	3.38083
 36.57604	 3.31000	      -0.15778	3.38086
 36.62610	 3.32000	      -0.15781	3.38089
 36.67613	 3.33000	      -0.15778	3.38092
 36.72623	 3.34000	      -0.15789	3.38095
 36.77629	 3.35000	      -0.15790	3.38098
 36.82634	 3.36000	      -0.15798	3.38101
 36.87640	 3.37000	      -0.15809	3.38104
 36.92644	 3.38000	      -0.15820	3.38107
 36.97647	 3.39000	      -0.15835	3.38110
 37.02654	 3.40000	      -0.15837	3.38113
 37.07659	 3.41000	      -0.15845	3.38116
 37.12662	 3.42000	      -0.15846	3.38118
 37.17668	 3.43000	      -0.15852	3.38121
 37.22670	 3.44000	      -0.15841	3.38124
 37.27673	 3.45000	      -0.15847	3.38127
 37.32677	 3.46000	      -0.15859	3.38130
 37.37677	 3.47000	      -0.15864	3.38133
 37.42677	 3.48000	      -0.15873	3.38136
 37.47680	 3.49000	      -0.15896	3.38139
 37.52680	 3.50000	      -0.15902	3.38141
 37.57686	 3.51000	      -0.15900	3.38144
 37.62693	 3.52000	      -0.15903	3.38147
 37.67695	 3.53000	      -0.15920	3.38150
 37.72700	 3.54000	      -0.15920	3.38153
 37.77705	 3.55000	      -0.15926	3.38156
 37.82713	 3.56000	      -0.15935	3.38158
 37.87723	 3.57000	      -0.15948	3.38161
 37.92726	 3.58000	      -0.15955	3.38164
 37.97728	 3.59000	      -0.15962	3.38167
 38.02731	 3.60000	      -0.15970	3.38169
